Demand ID,Role Status,Region,Project Name,Project Type,Demand Received Date,Track,Location Shore,Primary Skill (Must have),Grade,Role Start Date,Role End Date,Number of FTE,Email,First Name,Last Name,Employment Details Hire Date,Work Region,Designation,Pay Grade,Competency,Onsite/ Offshore,Allocation Status,Skills,Employment ID
1554,Staffed,EUK,Hoffman-Boyd,CEMS,2024-01-22,FIN,Onsite,Onboarding Journeys,T2,2025-07-16,2026-05-19,0.7,wnewman@example.net,Tamara,Hughes,2020-03-20,UK/EUROPE - UK,Associate Consultant,05-Grade 5,HCM,Offshore,Bench,"ORC,Talent",88654
2388,Open,NA,"Curtis, Riley and Bradshaw",CEMS,2024-12-08,FIN,Onsite,Onboarding Journeys,G8,2025-10-21,2026-04-11,0.9,debbiewilcox@example.org,Jeffery,Jones,2024-07-01,CORPORATE,Sr. Consultant II,07-Grade 7,SCM,Onsite,Bench,PM,66959
5005,Open,EUK,Anderson-Sosa,Impl,2024-11-03,FIN,Offshore,Redwood HCM - Core HR and ORC,T2,2025-01-13,2026-06-28,0.6,torresphilip@example.net,Scott,Carson,2022-10-03,NA,Associate Consultant,07-Grade 7,PRGM,Onsite,Freshers Training,"Core HR,ORC,Absence",76596
8700,Staffed,EUK,"Russo, Johnson and Wright",CEMS,2024-07-21,HCM,Onsite,Redwood HCM - Core HR and ORC,T2,2025-06-08,2026-05-05,0.6,baldwinjonathan@example.com,Angela,Gonzalez,2021-01-22,UK/EUROPE - UK,Manager II - Projects,04-Grade 4,SCM,Onsite,Bench,"Core HR,Talent",85347
5834,Staffed,AMEA,Reynolds-Fritz,CEMS,2024-02-25,HCM,Offshore,Onboarding Journeys,G5,2025-08-28,2026-07-21,0.9,sloanmichele@example.com,Mariah,Burns,2022-09-08,AMEA - KSA,Manager I - Delivery,07-Grade 7,AD,Onsite,On Project - Partial,"AP,AR",69301
2500,Open,NA,Anderson PLC,Impl,2024-01-30,FIN,Offshore,Onboarding Journeys,G10,2025-10-03,2026-04-04,0.5,maryhenry@example.net,Michael,Lewis,2020-02-24,UK/EUROPE - UK,Associate Consultant,10-Grade 9,PRGM,Offshore,On Project - Fulltime,"Core HR,Talent",84334
7657,Staffed,AMEA,Smith-Sanchez,Impl,2024-05-23,HCM,Onsite,Onboarding Journeys,T2,2025-02-21,2025-12-18,0.7,jhernandez@example.org,Lisa,Martinez,2020-02-13,AMEA - KSA,Sr. Consultant II,04-Grade 4,PRGM,Offshore,On Project - Fulltime,PM,78950
9762,Staffed,AMEA,Gonzalez Ltd,CEMS,2024-11-16,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,2025-06-09,2026-09-01,0.9,josephcross@example.net,Amy,Carter,2020-02-18,AMEA - KSA,Manager I - Delivery,07-Grade 7,SCM,Offshore,On Project - Partial,"Core HR,ORC,Absence",27025
8090,Open,NA,Kennedy and Sons,Impl,2024-08-14,HCM,Offshore,Onboarding Journeys,G6,2025-05-27,2026-08-31,0.9,bryandean@example.net,Kiara,Gibson,2023-07-07,NA,Consultant II,07-Grade 7,AD,Offshore,On Project - Partial,"ORC,Talent",73636
2001,Open,NA,"Heath, Bell and Coleman",Impl,2024-10-31,FIN,Offshore,Onboarding Journeys,G8,2025-11-20,2026-10-30,0.7,marshallleslie@example.org,Timothy,Fox,2021-10-07,CORPORATE,Manager I - Delivery,04-Grade 4,PRGM,Offshore,Bench,SQL,17975
3669,Staffed,NA,"Johnson, Huynh and Gaines",CEMS,2024-02-19,HCM,Onsite,Redwood HCM - Core HR and ORC,G10,2025-10-04,2026-08-06,0.5,karensalazar@example.net,Kaylee,Ford,2023-01-06,CORPORATE,Sr. Consultant II,10-Grade 9,HCM,Offshore,Freshers Training,PM,61730
9233,Staffed,AMEA,Carter Inc,Impl,2024-03-17,HCM,Onsite,Redwood HCM - Core HR and ORC,G10,2025-07-03,2026-09-25,0.7,smithjames@example.org,Regina,Oliver,2024-01-12,AMEA - KSA,Manager II - Projects,04-Grade 4,HCM,Onsite,Bench,"ORC,Talent",49140
8095,Open,AMEA,Shaw and Sons,CEMS,2024-01-20,HCM,Offshore,Onboarding Journeys,T2,2025-07-19,2026-09-08,0.5,uwilson@example.com,Scott,Thomas,2024-12-12,NA,Manager II - Projects,07-Grade 7,AD,Onsite,Freshers Training,"ORC,Talent",42291
5352,Staffed,AMEA,Miller and Sons,Impl,2024-05-28,HCM,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,2025-08-07,2026-10-18,0.6,jonesbrooke@example.org,Eric,Sanchez,2022-05-24,AMEA - KSA,Manager I - Delivery,09-Grade 9,AD,Offshore,On Project - Fulltime,SQL,64446
6596,Open,AMEA,Hall-Cross,Impl,2024-06-23,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G10,2025-07-15,2026-04-06,0.8,fgonzalez@example.org,Kelly,Haas,2023-08-27,CORPORATE,Manager I - Delivery,07-Grade 7,ERP Finance,Offshore,Bench,SQL,70250
4281,Open,AMEA,Hines LLC,Impl,2024-01-22,FIN,Onsite,Onboarding Journeys,T2,2025-07-18,2026-04-27,0.7,hernandezryan@example.com,Robert,Wright,2020-09-04,AMEA - KSA,Sr. Consultant II,07-Grade 7,PRGM,Offshore,Bench,"Core HR,Talent",92580
2888,Staffed,AMEA,Moses-Smith,Impl,2024-06-28,HCM,Offshore,Redwood HCM - Core HR and ORC,G5,2025-02-24,2026-07-01,1.0,chenrichard@example.com,Michael,Arellano,2020-12-09,UK/EUROPE - UK,Associate Consultant,05-Grade 5,SCM,Onsite,Bench,"Core HR,Talent",31032
7172,Open,EUK,Jones Ltd,Impl,2024-06-05,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,2025-06-15,2026-07-28,0.6,chenrichard@example.com,Michael,Arellano,2020-12-09,UK/EUROPE - UK,Associate Consultant,05-Grade 5,SCM,Onsite,Bench,"Core HR,Talent",31032
3380,Staffed,NA,"Davidson, Kelley and Riley",CEMS,2024-10-29,HCM,Onsite,"Core HR,Talent",G5,2025-10-09,2026-04-09,0.7,chelseahart@example.com,Donna,Khan,2023-07-11,AMEA - KSA,Associate Consultant,09-Grade 9,ERP Finance,Offshore,On Project - Fulltime,SQL,68839
1179,Staffed,EUK,Bishop-Chapman,CEMS,2024-11-04,FIN,Onsite,Redwood HCM - Core HR and ORC,G6,2025-10-09,2026-02-19,0.6,robertharper@example.com,Miguel,Clark,2022-12-01,NA,Associate Consultant,05-Grade 5,SCM,Offshore,Bench,SQL,96224
8485,Staffed,AMEA,Brandt PLC,CEMS,2024-02-04,FIN,Offshore,Redwood HCM - Core HR and ORC,G6,2025-02-04,2025-12-16,0.6,ksmith@example.com,Amanda,Castro,2020-09-24,NA,Associate Consultant,05-Grade 5,SCM,Onsite,On Project - Partial,"Core HR,ORC,Absence",28175
9041,Open,EUK,Stokes-Olson,Impl,2024-03-01,HCM,Offshore,Redwood HCM - Core HR and ORC,G10,2024-12-15,2026-12-04,0.7,karensalazar@example.net,Kaylee,Ford,2023-01-06,CORPORATE,Sr. Consultant II,10-Grade 9,HCM,Offshore,Freshers Training,PM,61730
5931,Staffed,NA,Gonzales PLC,Impl,2024-02-02,HCM,Onsite,Core HR & Payroll,G10,2025-09-18,2025-12-24,0.8,cynthia63@example.com,Martin,Collins,2024-01-27,AMEA - KSA,Associate Consultant,05-Grade 5,ERP Finance,Onsite,Bench,"Core HR,Talent",82283
5229,Staffed,NA,Griffin-Caldwell,Impl,2024-10-15,FIN,Offshore,Onboarding Journeys,G5,2025-12-14,2026-10-26,0.7,wnewman@example.net,Tamara,Hughes,2020-03-20,UK/EUROPE - UK,Associate Consultant,05-Grade 5,HCM,Offshore,Bench,"ORC,Talent",88654
8941,Open,NA,Pope Inc,CEMS,2024-04-26,HCM,Onsite,Onboarding Journeys,G8,2025-07-12,2026-11-08,0.9,russojoyce@example.net,Richard,Adams,2022-03-24,AMEA - KSA,Sr. Consultant II,09-Grade 9,PRGM,Onsite,Freshers Training,"Core HR,ORC,Absence",65171
6313,Staffed,EUK,Tate and Sons,CEMS,2024-08-23,HCM,Offshore,"Core HR,Talent",G8,2025-03-14,2026-11-18,0.6,vjones@example.com,Crystal,Walton,2024-04-26,NA,Consultant II,04-Grade 4,ERP Finance,Onsite,Freshers Training,"Core HR,Talent",18208
2498,Staffed,EUK,"White, Martin and Ray",CEMS,2024-04-02,HCM,Onsite,Redwood HCM - Core HR and ORC,G10,2025-05-03,2026-11-28,0.9,jacqueline72@example.org,Jamie,Lopez,2019-12-31,AMEA - KSA,Manager II - Projects,05-Grade 5,ERP Finance,Offshore,Freshers Training,"ORC,Talent",74130
9737,Open,EUK,"Perez, Newman and Salinas",Impl,2024-04-19,HCM,Offshore,Core HR & Payroll,G5,2025-10-23,2025-12-15,0.6,sloanmichele@example.com,Mariah,Burns,2022-09-08,AMEA - KSA,Manager I - Delivery,07-Grade 7,AD,Onsite,On Project - Partial,"AP,AR",69301
3876,Open,NA,Brown-Reed,CEMS,2024-01-25,FIN,Onsite,Core HR & Payroll,G8,2025-04-01,2026-06-29,0.8,allenchristie@example.net,Tyler,Riggs,2020-10-23,AMEA - KSA,Consultant I,07-Grade 7,PRGM,Offshore,On Project - Fulltime,"AP,AR",11389
3087,Open,EUK,"Nash, Smith and Wagner",Impl,2024-08-28,HCM,Onsite,Onboarding Journeys,G5,2025-03-29,2026-09-30,0.7,nelsonlacey@example.org,Mark,Stewart,2024-04-02,AMEA - KSA,Manager I - Delivery,05-Grade 5,ERP Finance,Onsite,Bench,SQL,39285
9125,Staffed,EUK,"Griffin, Collins and Obrien",Impl,2024-01-26,FIN,Onsite,Core HR & Payroll,T2,2025-09-09,2026-01-10,0.8,zacharycruz@example.com,Allison,Phillips,2020-08-01,AMEA - KSA,Manager II - Projects,05-Grade 5,AD,Onsite,On Project - Fulltime,SQL,52149
8128,Staffed,AMEA,White-Schmitt,CEMS,2024-10-30,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G6,2025-06-10,2026-03-15,0.6,tina64@example.net,Paul,Guzman,2021-03-01,AMEA - KSA,Consultant I,07-Grade 7,HCM,Offshore,Bench,"AP,AR",82231
9712,Staffed,AMEA,Lawson-Sherman,Impl,2023-12-30,HCM,Onsite,"Core HR,Talent",T2,2025-12-07,2026-09-22,0.9,hchoi@example.net,Patrick,Brown,2019-12-19,UK/EUROPE - UK,Associate Consultant,09-Grade 9,ERP Finance,Onsite,On Project - Fulltime,"ORC,Talent",89379
9301,Staffed,NA,Lopez Ltd,CEMS,2024-11-28,HCM,Onsite,Onboarding Journeys,G10,2025-02-14,2026-07-29,0.6,scottjames@example.org,David,Roberts,2022-09-05,CORPORATE,Consultant II,07-Grade 7,HCM,Offshore,Freshers Training,"ORC,Talent",49518
8017,Open,AMEA,Ferrell and Sons,CEMS,2024-06-17,FIN,Onsite,"Core HR,Talent",G10,2025-06-21,2026-06-06,0.9,hblanchard@example.org,Emily,Reyes,2020-04-26,AMEA - KSA,Associate Consultant,09-Grade 9,PRGM,Offshore,Freshers Training,PM,66850
4600,Staffed,EUK,Martinez Ltd,Impl,2024-05-04,FIN,Offshore,"Core HR,Talent",T2,2025-01-25,2026-02-24,1.0,alijenny@example.com,Stephen,Lewis,2024-11-04,UK/EUROPE - UK,Consultant I,07-Grade 7,ERP Finance,Onsite,On Project - Fulltime,"ORC,Talent",48267
1599,Staffed,EUK,"Conley, Mccoy and Williams",Impl,2024-07-15,HCM,Offshore,Core HR & Payroll,G5,2025-01-22,2026-04-21,0.8,marshallleslie@example.org,Timothy,Fox,2021-10-07,CORPORATE,Manager I - Delivery,04-Grade 4,PRGM,Offshore,Bench,SQL,17975
9410,Staffed,AMEA,"Moore, Smith and Johnson",Impl,2024-05-27,FIN,Onsite,Redwood HCM - Core HR and ORC,T2,2025-11-01,2026-05-12,1.0,taylorryan@example.com,Allison,Coleman,2023-12-15,CORPORATE,Manager II - Projects,10-Grade 9,HCM,Onsite,On Project - Fulltime,"Core HR,Talent",96592
2588,Staffed,AMEA,"Lee, Lam and Mason",Impl,2024-08-22,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,2025-04-05,2026-04-02,0.7,seanwade@example.org,Rachel,Wells,2022-11-20,CORPORATE,Associate Consultant,04-Grade 4,PRGM,Offshore,Bench,"Core HR,Talent",99577
9103,Open,AMEA,Massey-Brown,Impl,2024-07-07,HCM,Onsite,"Core HR,Talent",G6,2025-04-01,2026-02-16,0.9,perezdavid@example.com,Donald,Martin,2022-06-02,CORPORATE,Consultant II,09-Grade 9,HCM,Onsite,On Project - Partial,SQL,82850
3943,Open,EUK,Olson Group,Impl,2024-09-09,FIN,Onsite,Onboarding Journeys,G8,2025-08-08,2026-05-04,0.9,mark83@example.com,Steven,Donaldson,2023-09-07,AMEA - KSA,Sr. Consultant II,10-Grade 9,PRGM,Onsite,Bench,SQL,27449
6188,Staffed,NA,"Ibarra, Mcguire and Wells",Impl,2024-12-11,FIN,Offshore,Redwood HCM - Core HR and ORC,G5,2025-10-19,2026-10-21,0.8,laura60@example.com,Kevin,Payne,2022-02-02,UK/EUROPE - UK,Sr. Consultant II,07-Grade 7,HCM,Offshore,On Project - Partial,"AP,AR",81403
3958,Open,NA,Robinson-Wilson,CEMS,2024-06-08,HCM,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G10,2025-11-13,2026-09-16,0.6,ruthdonaldson@example.net,Carla,Solis,2023-01-31,AMEA - KSA,Associate Consultant,09-Grade 9,ERP Finance,Onsite,On Project - Fulltime,"Core HR,Talent",98435
8346,Staffed,NA,Miller-Phelps,CEMS,2024-06-10,FIN,Onsite,Core HR & Payroll,G8,2024-12-25,2026-04-16,0.6,hoffmangary@example.com,Mike,Brooks,2021-07-20,UK/EUROPE - UK,Manager II - Projects,09-Grade 9,SCM,Offshore,On Project - Fulltime,SQL,51834
1002,Staffed,AMEA,Lucas Inc,Impl,2024-07-03,HCM,Offshore,Redwood HCM - Core HR and ORC,G8,2025-11-05,2026-03-25,0.8,david67@example.com,Katie,Delgado,2020-11-06,UK/EUROPE - UK,Consultant I,09-Grade 9,ERP Finance,Offshore,Bench,"Core HR,Talent",31579
4423,Staffed,EUK,Brown Ltd,Impl,2024-07-26,FIN,Onsite,Redwood HCM - Core HR and ORC,G10,2025-08-26,2026-12-06,0.6,swoods@example.net,Rhonda,Luna,2023-08-17,CORPORATE,Manager I - Delivery,09-Grade 9,SCM,Onsite,On Project - Partial,PM,46145
2488,Staffed,NA,Kline Inc,CEMS,2024-12-05,HCM,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G6,2025-05-08,2026-06-01,0.6,meganhenry@example.com,Dawn,Spencer,2023-02-01,UK/EUROPE - UK,Consultant I,T2-Programmer Trainee,HCM,Offshore,Freshers Training,"Core HR,Talent",65895
5134,Staffed,AMEA,Shaw Group,Impl,2024-01-26,HCM,Onsite,Core HR & Payroll,T2,2025-06-13,2026-03-13,0.9,geraldmoran@example.org,Timothy,Kennedy,2020-12-07,UK/EUROPE - UK,Manager II - Projects,07-Grade 7,HCM,Onsite,Bench,"Core HR,Talent",96445
8612,Staffed,NA,Perez Group,Impl,2024-01-29,FIN,Offshore,Onboarding Journeys,G5,2025-05-10,2026-02-25,1.0,pattonjeffrey@example.com,Maureen,Butler,2024-07-07,UK/EUROPE - UK,Consultant I,07-Grade 7,AD,Onsite,On Project - Partial,"AP,AR",60837
8178,Open,AMEA,Wilson-Shaw,Impl,2024-11-07,HCM,Offshore,Onboarding Journeys,G10,2025-10-01,2026-07-31,0.7,david67@example.com,Katie,Delgado,2020-11-06,UK/EUROPE - UK,Consultant I,09-Grade 9,ERP Finance,Offshore,Bench,"Core HR,Talent",31579
9792,Staffed,EUK,Fowler-Barry,CEMS,2024-08-09,FIN,Onsite,Onboarding Journeys,G8,2025-05-20,2026-11-28,0.6,swilliams@example.org,Michael,Lynn,2022-07-28,NA,Consultant II,T2-Programmer Trainee,ERP Finance,Offshore,On Project - Partial,"AP,AR",62639
5728,Open,NA,"Williams, Nichols and Gray",Impl,2024-10-05,HCM,Onsite,"Core HR,Talent",G8,2025-12-12,2026-03-29,0.9,pattonjeffrey@example.com,Maureen,Butler,2024-07-07,UK/EUROPE - UK,Consultant I,07-Grade 7,AD,Onsite,On Project - Partial,"AP,AR",60837
8693,Open,NA,"Long, Ross and Anthony",Impl,2024-02-02,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G6,2025-10-30,2026-04-01,0.6,jacqueline72@example.org,Jamie,Lopez,2019-12-31,AMEA - KSA,Manager II - Projects,05-Grade 5,ERP Finance,Offshore,Freshers Training,"ORC,Talent",74130
8389,Staffed,EUK,"Ball, Keller and Castillo",Impl,2024-04-29,FIN,Onsite,Redwood HCM - Core HR and ORC,T2,2024-12-31,2026-06-15,1.0,fosterlisa@example.net,Brittany,Villa,2022-03-04,UK/EUROPE - UK,Consultant II,10-Grade 9,PRGM,Offshore,On Project - Partial,PM,19848
4180,Open,EUK,Gilbert-Stokes,CEMS,2024-10-25,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,2025-11-25,2026-09-18,0.5,jennifer32@example.net,Christopher,Anderson,2021-11-28,AMEA - KSA,Manager I - Delivery,04-Grade 4,PRGM,Onsite,On Project - Fulltime,PM,82103
6746,Staffed,EUK,Rush-Carson,CEMS,2024-01-07,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,2025-11-12,2026-07-11,0.6,melissa33@example.com,Michael,Hall,2024-01-16,AMEA - KSA,Consultant II,04-Grade 4,HCM,Offshore,Bench,"ORC,Talent",26302
7169,Staffed,AMEA,"Lang, Perry and Duran",CEMS,2024-06-01,HCM,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,2025-04-06,2026-11-15,0.7,wortiz@example.com,James,Maldonado,2021-02-24,CORPORATE,Manager II - Projects,05-Grade 5,PRGM,Offshore,On Project - Partial,"Core HR,ORC,Absence",91158
4447,Staffed,NA,Garza-Robinson,CEMS,2024-07-26,HCM,Onsite,Redwood HCM - Core HR and ORC,G5,2025-05-15,2026-02-23,0.6,zacharycruz@example.com,Allison,Phillips,2020-08-01,AMEA - KSA,Manager II - Projects,05-Grade 5,AD,Onsite,On Project - Fulltime,SQL,52149
9733,Staffed,AMEA,"Collier, Elliott and Ali",Impl,2024-01-29,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G10,2025-02-11,2026-08-23,0.9,cbaker@example.com,Cynthia,Simmons,2021-03-29,AMEA - KSA,Consultant II,T2-Programmer Trainee,AD,Onsite,Freshers Training,"Core HR,Talent",75438
7736,Staffed,AMEA,Ramirez-Wilson,Impl,2024-08-03,FIN,Onsite,Onboarding Journeys,T2,2025-08-10,2026-09-04,0.6,tracymccormick@example.net,Annette,Parker,2023-09-11,UK/EUROPE - UK,Associate Consultant,04-Grade 4,AD,Onsite,On Project - Partial,PM,89991
1816,Open,EUK,"Moore, Parsons and Scott",Impl,2024-07-19,HCM,Onsite,Core HR & Payroll,G8,2025-03-04,2026-04-28,0.7,bradleyconnie@example.com,Amanda,Johnson,2021-11-07,UK/EUROPE - UK,Associate Consultant,05-Grade 5,SCM,Onsite,On Project - Partial,SQL,14407
4940,Staffed,AMEA,"Schultz, Morgan and Moses",Impl,2024-03-07,HCM,Onsite,Redwood HCM - Core HR and ORC,G6,2025-01-06,2026-06-13,0.7,craig96@example.org,Clarence,Adams,2021-06-05,CORPORATE,Sr. Consultant II,05-Grade 5,AD,Offshore,On Project - Partial,"Core HR,ORC,Absence",22534
6055,Open,NA,Brown LLC,CEMS,2024-11-11,FIN,Onsite,Onboarding Journeys,T2,2025-04-18,2026-11-07,1.0,debbiewilcox@example.org,Jeffery,Jones,2024-07-01,CORPORATE,Sr. Consultant II,07-Grade 7,SCM,Onsite,Bench,PM,66959
4198,Open,NA,Mclaughlin Ltd,Impl,2024-07-12,HCM,Offshore,"Core HR,Talent",G6,2025-02-15,2026-01-08,1.0,ashort@example.com,Laura,Holmes,2020-12-07,CORPORATE,Sr. Consultant II,T2-Programmer Trainee,SCM,Offshore,Freshers Training,"AP,AR",93356
2092,Staffed,NA,Mcgee-Bartlett,CEMS,2024-08-06,HCM,Onsite,"Core HR,Talent",T2,2025-08-28,2026-11-29,0.7,hblanchard@example.org,Emily,Reyes,2020-04-26,AMEA - KSA,Associate Consultant,09-Grade 9,PRGM,Offshore,Freshers Training,PM,66850
5862,Staffed,EUK,Davis Ltd,CEMS,2024-07-12,HCM,Onsite,"Core HR,Talent",G8,2025-07-07,2026-08-31,0.6,martinezlindsey@example.org,Michelle,Gibson,2020-11-26,AMEA - KSA,Associate Consultant,T2-Programmer Trainee,HCM,Onsite,On Project - Partial,"Core HR,Talent",26537
6876,Open,NA,"Kennedy, Rogers and Kennedy",CEMS,2024-08-14,FIN,Onsite,Core HR & Payroll,T2,2025-08-06,2026-10-23,0.8,lisafoster@example.com,Anthony,Burnett,2022-11-10,CORPORATE,Consultant II,04-Grade 4,HCM,Offshore,On Project - Partial,"Core HR,Talent",89401
9136,Staffed,AMEA,Wang Group,CEMS,2024-11-10,HCM,Onsite,"Core HR,Talent",G6,2025-02-10,2026-06-14,0.9,meganhenry@example.com,Dawn,Spencer,2023-02-01,UK/EUROPE - UK,Consultant I,T2-Programmer Trainee,HCM,Offshore,Freshers Training,"Core HR,Talent",65895
7714,Open,AMEA,Leon and Sons,Impl,2024-07-20,FIN,Offshore,Redwood HCM - Core HR and ORC,G6,2025-04-14,2026-04-15,0.9,jennifer56@example.org,Kevin,Kennedy,2022-03-31,NA,Consultant I,04-Grade 4,SCM,Offshore,Freshers Training,SQL,16888
7469,Staffed,EUK,Alvarez Ltd,Impl,2024-10-31,HCM,Offshore,Redwood HCM - Core HR and ORC,G6,2025-07-28,2026-08-07,0.6,jennifer56@example.org,Kevin,Kennedy,2022-03-31,NA,Consultant I,04-Grade 4,SCM,Offshore,Freshers Training,SQL,16888
8377,Open,NA,Rowe LLC,CEMS,2024-09-24,HCM,Offshore,"Core HR,Talent",G5,2025-12-10,2026-09-27,0.9,tsutton@example.net,Christopher,Douglas,2021-04-21,NA,Manager I - Delivery,10-Grade 9,SCM,Offshore,Freshers Training,"ORC,Talent",78416
6797,Staffed,NA,Robinson-King,CEMS,2024-04-14,HCM,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G10,2025-02-07,2026-07-31,0.7,dalvarez@example.com,Kevin,Mills,2022-03-29,CORPORATE,Manager I - Delivery,04-Grade 4,ERP Finance,Onsite,On Project - Partial,SQL,32893
9497,Staffed,EUK,"White, Rodriguez and Weaver",CEMS,2024-02-14,FIN,Onsite,"Core HR,Talent",G5,2025-07-14,2026-01-15,0.9,daniel56@example.net,Kyle,Greene,2024-06-27,UK/EUROPE - UK,Consultant II,04-Grade 4,SCM,Offshore,Freshers Training,"ORC,Talent",20810
2564,Open,AMEA,"Hamilton, Zamora and Boyle",CEMS,2024-10-19,FIN,Onsite,Core HR & Payroll,T2,2025-11-28,2026-08-26,0.5,ruthdonaldson@example.net,Carla,Solis,2023-01-31,AMEA - KSA,Associate Consultant,09-Grade 9,ERP Finance,Onsite,On Project - Fulltime,"Core HR,Talent",98435
7681,Staffed,AMEA,"Rodriguez, Leon and Tanner",Impl,2024-07-18,FIN,Offshore,Redwood HCM - Core HR and ORC,G5,2024-12-16,2026-12-12,0.9,pattonjeffrey@example.com,Maureen,Butler,2024-07-07,UK/EUROPE - UK,Consultant I,07-Grade 7,AD,Onsite,On Project - Partial,"AP,AR",60837
8445,Open,AMEA,Raymond Group,CEMS,2024-12-12,FIN,Offshore,Core HR & Payroll,G10,2025-09-23,2026-01-19,1.0,katherine11@example.org,Stephanie,Barnett,2020-04-12,UK/EUROPE - UK,Sr. Consultant II,05-Grade 5,AD,Onsite,On Project - Partial,"ORC,Talent",77020
2085,Open,EUK,"Porter, Goodwin and Castro",Impl,2024-12-02,FIN,Onsite,Onboarding Journeys,G5,2025-12-01,2026-03-01,1.0,smithharold@example.org,William,Williams,2021-04-15,NA,Sr. Consultant II,T2-Programmer Trainee,ERP Finance,Onsite,On Project - Fulltime,"ORC,Talent",13245
